brand,model,aggregateRating/ratingValue,aggregateRating/reviewCount,offers/price,offers/priceCurrency,dimentions/depth,dimentions/width,dimentions: depth x width,features/0/description,features/1/description,upc,weight,URL
Dell,7400,4,1,561,USD,8.54,12.81,8.54 x 12.81,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Natural finger-touch navigation makes the most of Windows 11. The 1920 x 1080 resolution boasts impressive color and clarity.,8.16E+11,17.1 pounds,https://www.bestbuy.com/site/Dell-7400/
MSI,CREATOR1711471,4,2,2350,USD,10,15,10 x 15,"Windows 10 brings back the Start Menu from Windows 7 and introduces new features, like the Edge Web browser that lets you markup Web pages on your screen.",IPS technology offers wide viewing angles. 3840 x 2160 resolution delivers amazing color and clarity,8.85E+11,2.17 lb,https://www.bestbuy.com/site/MSI-CREATOR1711471/
ASUS,GZ301ZC-PS73,3.6,12,1800,USD,8,11,8 x 11,IPS technology offers wide viewing angles. 1920 x 1200 resolution delivers amazing color and clarity,"Reams of high-bandwidth LPDDR5 RAM to smoothly run your graphics-heavy PC games and video-editing applications, as well as numerous programs and browser tabs all at once.",8.85E+11,2.17 lb,https://www.bestbuy.com/site/ASUS-GZ301ZC-PS73/
ASUS,H7600ZW-DB76,2,2,2700,USD,10,14,10 x 14,3840 x 2400 resolution delivers amazing color and clarity,"While offering less storage space than a hard drive, a flash-based SSD has no moving parts, resulting in faster start-up times and data access, no noise, and reduced heat production and power draw on the battery.",8.85E+11,2.17 lb,https://www.bestbuy.com/site/ASUS-H7600ZW-DB76/
Acer,NX.VPDAA.003,3,2,1000,USD,9,12,9 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity LED backlight.,8.55E+11,9.2 oz,https://www.bestbuy.com/site/Acer-NX.VPDAA.003/
Dell,E5570,3,2,482,USD,0.9,14.8,0.9 x 14.8,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with the powerful management tools.","Its 1920 x 1080 resolution display produces crisp, vibrant images. It also features energy-efficient LED backlight.",8.87E+11,4.8 pounds,https://www.bestbuy.com/site/Dell-E5570/
Microsoft,GSRF 5EB-00058,3,2,1300,USD,8.8,12.1,8.8 x 12.1,"Use Windows Hello for a fast, secure, and password-free way to unlock Surface Laptop 4, and save time with the familiar features and trusted security such as the included antivirus, firewall, and Internet protection. <a href=""/Windows10"" target=""_blank"" >Learn more</a>","Windows Ink compatible computers let you take notes on the screen, mark up photos and screenshots, or create content through the Ink enabled apps. <a href=""/windowsink"" target=""_blank"" >Learn more</a>",8.87E+11,4.8 pounds,https://www.bestbuy.com/site/Microsoft-GSRF 5EB-00058/
Acer,NX.VUTAA.002,3,2,1065,USD,9,12,9 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. 1920 x 1200 resolution delivers amazing color and clarity LED backlight.,8.44E+11,9 pounds,https://www.bestbuy.com/site/Acer-NX.VUTAA.002/
MSI,VECTOR16HX14479,3,2,3300,USD,11.18,14.05,11.18 x 14.05,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",MSI gaming laptops are tailored for gamer with high resolution and refresh rate. Make your gaming world more lifelike and smooth than ever before.,8.44E+11,9 pounds,https://www.bestbuy.com/site/MSI-VECTOR16HX14479/
GIGABYTE,AORUS 16X 9SG-43USC64SH,3,2,1700,USD,14.1,10,14.1 x 10,Win11 Home AD,"16"""" IPS WQXGA 2560×1600 165Hz, 3ms, sRGB 100%, TÜV Rheinland Certified",8.87E+11,0.02 pounds,https://www.bestbuy.com/site/GIGABYTE-AORUS 16X 9SG-43USC64SH/
Razer,RZ09-0423NEC3-R3U1,5,1,650,USD,0.78,15.55,0.78 x 15.55,"Play like never before on the new GeForce RTX 3070 Ti, up to 70% faster than RTX 2070 SUPER laptops and delivering up to 100 frames per second at 1440p resolution.",12th Gen Intel Core i7 14-Core CPU: Experience cutting-edge speed on the all-new Intel Core i7-12800H  processor with up to 4.8GHz of Turbo Boost for unrivalled performance to take on the most demanding gaming and creative tasks.,8.87E+11,0.02 pounds,https://www.bestbuy.com/site/Razer-RZ09-0423NEC3-R3U1/
ASUS,G533ZS-DS94,5,6,2500,USD,10,13,10 x 13,IPS technology offers wide viewing angles. 2560 x 1440 resolution delivers amazing color and clarity,"Reams of high-bandwidth DDR5 RAM to smoothly run your graphics-heavy PC games and video-editing applications, as well as numerous programs and browser tabs all at once.",8.87E+11,0.02 pounds,https://www.bestbuy.com/site/ASUS-G533ZS-DS94/
GIGABYTE,AORUS 15 BKG-13US754SH,5,6,1700,USD,14.2,10.7,14.2 x 10.7,Win11 Home AD,"15.6"" IPS QHD (2560×1440) 165Hz, 5ms, sRGB 100%, TÜV Rheinland Certified",8.87E+11,0.02 pounds,https://www.bestbuy.com/site/GIGABYTE-AORUS 15 BKG-13US754SH/
GIGABYTE,AORUS 17 BSG-13US654SH,5,6,2000,USD,15.7,11.5,15.7 x 11.5,Win11 Home AD,"17.3“ 16:9 IPS QHD 2560x1440 240Hz Display, 3ms, 100% DCI-P3, TÜV Rheinland Certified",8.87E+11,0.02 pounds,https://www.bestbuy.com/site/GIGABYTE-AORUS 17 BSG-13US654SH/
Dell,7TGXP,5,6,1370,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity,8.87E+11,0.02 pounds,https://www.bestbuy.com/site/Dell-7TGXP/
Dell,8XYTH,5,6,1570,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity,8.87E+11,0.02 pounds,https://www.bestbuy.com/site/Dell-8XYTH/
Acer,NX.K7UAA.001,5,6,362,USD,8,12,8 x 12,Equipped with a powerful AMD Ryzen 5 5500U 2.10 GHz processor.,You're totally covered with 512 GB of storage space.,7.44E+11,8.5 pounds,https://www.bestbuy.com/site/Acer-NX.K7UAA.001/
Acer,NH.QC5AA.001,5,6,836,USD,8,12,8 x 12,Windows 10 Home,1920 x 1080 (Full HD) resolution showcases your games and HD movies with impressive color and clarity.,8.90E+11,2.91 pounds,https://www.bestbuy.com/site/Acer-NH.QC5AA.001/
Dell,XDW20,5,6,1170,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity,8.14E+11,1 pounds,https://www.bestbuy.com/site/Dell-XDW20/
GIGABYTE,AORUS 16X ASG-53USC64SH,5,6,1950,USD,14.1,10,14.1 x 10,Win11 Home AD,"16"""" IPS WQXGA 2560×1600 165Hz, 3ms, sRGB 100%, TÜV Rheinland Certified",8.14E+11,1 pounds,https://www.bestbuy.com/site/GIGABYTE-AORUS 16X ASG-53USC64SH/
Lenovo,21HQ000CUS,5,6,2450,USD,8.75,0.61,8.75 x 0.61,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",8.14E+11,1 pounds,https://www.bestbuy.com/site/Lenovo-21HQ000CUS/
Lenovo,21FJS05V00,5,6,900,USD,8.58,12.01,8.58 x 12.01,"Windows 11 brings back the Start Menu from Windows 7 and introduces new features, like the Edge Web browser that lets you markup Web pages on your screen.","The 1920 x 1200 resolution boasts impressive color and clarity. Touch, tap, glide and make the most of Windows 11. IPS technology for wide viewing angles. Energy-efficient LED backlight.",8.14E+11,1 pounds,https://www.bestbuy.com/site/Lenovo-21FJS05V00/
Razer,RZ09-0510TEM4-R3U1,5,6,3800,USD,9.61,13.98,9.61 x 13.98,"Enjoy ultra-sharp 4K quality for creative work and ultra-fast refresh rates for silky-smooth gameplay, backed by 100% DCI-P3 color accuracy that’s Calman Verified for the most lifelike visuals.","Packed for pure performance with 1.50 gPD (Graphics Power Density), the Razer Blade 16 delivers up to 30% more graphic power per cubic inch than any other 16” gaming laptop on the market.",18359180731,2.96 lbs                                                                                                2.96 pounds,https://www.bestbuy.com/site/Razer-RZ09-0510TEM4-R3U1/
Dell,NKJW4,5,6,1440,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity,18359180731,2.96 lbs                                                                                                2.96 pounds,https://www.bestbuy.com/site/Dell-NKJW4/
Acer,NH.QMHAA.001,5,6,776,USD,8,12,8 x 12,Intel 12th Generation Core i5 Processor i5-12450H 2.00GHz,16 GB of Memory,7.60E+11,1.2 pounds,https://www.bestbuy.com/site/Acer-NH.QMHAA.001/
Dell,VXCY2,5,6,900,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity,7.60E+11,1.2 pounds,https://www.bestbuy.com/site/Dell-VXCY2/
Dell,P83TM,5,6,1350,USD,9,14,9 x 14,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity,8.47E+11,15.2 pounds,https://www.bestbuy.com/site/Dell-P83TM/
ASUS,GA403UI-G14.R94070,5,3,2000,USD,0.63,8.66,0.63 x 8.66,"Game, create, and maximize your productivity—Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, Windows 11 has everything you need for whatever comes next.","Meet Copilot in Windows – your AI-powered assistant for quick answers, creative inspiration, and focused tasks. Boost productivity with fast answers, image generation, and more. Elevate your Windows 11 experience and unleash creativity!",8.47E+11,15.2 pounds,https://www.bestbuy.com/site/ASUS-GA403UI-G14.R94070/
Acer,NH.QESAA.002,5,3,790,USD,0.63,8.66,0.63 x 8.66,Intel 11th Generation Core i5 Processor i5-11400H 2.70 GHz,16 GB of Memory,8.47E+11,15.2 pounds,https://www.bestbuy.com/site/Acer-NH.QESAA.002/
ASUS,G814JI-CS94,4.7,18,650,USD,15.71,11.57,15.71 x 11.57,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.",The 240Hz ultra bright 500nits display features a QHD+ 16:10 2560x1600 resolution that gives you more space for toolbars and tabs and 100% DCI-P3 coverage for cinema quality colors.,8.47E+11,15.2 pounds,https://www.bestbuy.com/site/ASUS-G814JI-CS94/
HP,840G6.8.256.Pro,4.7,18,275,USD,15.71,11.57,15.71 x 11.57,This unit comes with 8 GB of System Memory.,The 240Hz ultra bright 500nits display features a QHD+ 16:10 2560x1600 resolution that gives you more space for toolbars and tabs and 100% DCI-P3 coverage for cinema quality colors.,8.47E+11,15.2 pounds,https://www.bestbuy.com/site/HP-840G6.8.256.Pro/
MSI,PRE16EVO14016,3,1,1400,USD,10.02,0.75,10.02 x 0.75,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",The 2560 x 1600 resolution Energy-efficient LED backlight.,27108939599,6.5 lb,https://www.bestbuy.com/site/MSI-PRE16EVO14016/
Dell,VJ8YG,3,1,1810,USD,9,14,9 x 14,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity,27108939599,6.5 lb,https://www.bestbuy.com/site/Dell-VJ8YG/
Razer,RZ09-0510SEN3-R3U1,3,1,3000,USD,9.61,13.98,9.61 x 13.98,"The first OLED display truly designed for the competitive gamer, featuring a VESA Certified ClearMR 11000 rating and DisplayHDR True Black 500 to ensure minimal blurring and vivid colors.","Packed for pure performance with 1.50 gPD (Graphics Power Density), the Razer Blade 16 delivers up to 30% more graphic power per cubic inch than any other 16” gaming laptop on the market.",7.12E+23,18.6 pounds,https://www.bestbuy.com/site/Razer-RZ09-0510SEN3-R3U1/
Lenovo,21D2001SUS,3,1,940,USD,7.86,11.59,7.86 x 11.59,"Popular with IT admins for increased software compatibility, this computer arrives from Lenovo with the operating system downgraded to Windows 10 Pro.","The license key included in the BIOS is for Windows 11 Pro, enabling the user to upgrade at any point in the future at no additional cost.",6.06E+11,1.35 pounds,https://www.bestbuy.com/site/Lenovo-21D2001SUS/
Lenovo,82XX003VUS,3,1,653,USD,8,12,8 x 12,Windows 11 Home OS smartly manages your hardware and runs routine applications efficiently,IPS technology offers wide viewing angles. 1920 x 1200 resolution delivers amazing color and clarity,7.19E+11,4.8 pounds,https://www.bestbuy.com/site/Lenovo-82XX003VUS/
Razer,RZ09-0485ZED3-R3U1,5,2,650,USD,13.98,9.25,13.98 x 9.25,"Portable by nature, yet uncompromising in performance. The Blade 15 is 25% smaller than the Blade 16—a perfect companion that gives you to power to game anywhere.","Built on NVIDIA’s award-winning 3rd -gen RTX architecture, these GPUs provide the most realistic ray-traced graphics and cutting-edge AI features for the most powerful graphics in a gaming laptop.",7.19E+11,4.8 pounds,https://www.bestbuy.com/site/Razer-RZ09-0485ZED3-R3U1/
ASUS,S533EADH51,4.4,40,693,USD,0.63,14.2,0.63 x 14.2,"This computer is compatible with great Windows 10 features such as Cortana and Windows Hello. Learn more about Windows 10 features  <a href=""/Windows10"" target=""_blank"" >Learn more ›</a>",Its 1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity. The anti-glare finish reduces eyestrain and widens the field of view. IPS technology for wide viewing angles. LED backlight.,7.19E+11,4.8 pounds,https://www.bestbuy.com/site/ASUS-S533EADH51/
HP,EliteBook 840 G7,4.4,40,732,USD,0.63,14.2,0.63 x 14.2,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",The 1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity.,7.19E+11,4.8 pounds,https://www.bestbuy.com/site/HP-EliteBook 840 G7/
Dell,7400,3.3,3,567,USD,0.63,14.2,0.63 x 14.2,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Natural finger-touch navigation makes the most of Windows 10. The 1920 x 1080 resolution boasts impressive color and clarity.,7.63E+11,4.8 pounds,https://www.bestbuy.com/site/Dell-7400/
Acer,AN515-58-527S,4.3,3,1300,USD,0.63,14.2,0.63 x 14.2,"Windows 11 operating system was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","With the sharp visuals of a 15.6” Full HD IPS display with a lightning-quick 144Hz refresh rate, your game sessions will be fluid, unbroken, and unmatched. Now you can land those reflexive shots with pinpoint accuracy and minimal ghosting.",7.63E+11,4.8 pounds,https://www.bestbuy.com/site/Acer-AN515-58-527S/
ASUS,GA403UV-G14.R94060,5,1,1600,USD,0.63,8.66,0.63 x 8.66,"Game, create, and maximize your productivity—Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has everything you need for whatever comes next.","Meet Copilot in Windows – your AI-powered assistant for quick answers, creative inspiration, and focused tasks. Boost productivity with fast answers, image generation, and more. Elevate your Windows 11 experience and unleash creativity!",7.63E+11,4.8 pounds,https://www.bestbuy.com/site/ASUS-GA403UV-G14.R94060/
Acer,NX.KN1AA.001,5,1,312,USD,0.63,8.66,0.63 x 8.66,Intel Core i3 Processor i3-N305 1.80GHz,8 GB of Memory,7.63E+11,4.8 pounds,https://www.bestbuy.com/site/Acer-NX.KN1AA.001/
Dell,NPXC7,5,1,1220,USD,8,11,8 x 11,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity,7.46E+11,0.62 lb                                                                                                9.9 pounds,https://www.bestbuy.com/site/Dell-NPXC7/
Acer,NH.QMAAA.001,5,1,1034,USD,8,11,8 x 11,Intel 13th Generation Core i7 Processor i7-13700HX 2.10GHz,16 GB of Memory,7.46E+11,0.62 lb                                                                                                9.9 pounds,https://www.bestbuy.com/site/Acer-NH.QMAAA.001/
HP,840G5.i5.8.256.Pro,3.9,31,270,USD,8,11,8 x 11,Intel's premium Core i5 processor at 1.70 ghz.,8GB Ram and up to 256GB SSD of data.,7.46E+11,0.62 lb                                                                                                9.9 pounds,https://www.bestbuy.com/site/HP-840G5.i5.8.256.Pro/
Lenovo,21BT001PUS,3.9,31,2080,USD,10.06,14.25,10.06 x 14.25,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.",Immerse yourself in crisp and vibrant visuals for an enhanced multimedia experience.,7.46E+11,0.62 lb                                                                                                9.9 pounds,https://www.bestbuy.com/site/Lenovo-21BT001PUS/
HP,840 G3-31676,4.4,21,299,USD,9.3,13.3,9.3 x 13.3,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",1366 x 768 resolution showcases your games and HD movies with impressive color and clarity. Energy-efficient LED backlight.,27108951683,4.8 pounds,https://www.bestbuy.com/site/HP-840 G3-31676/
Dell,1FC3X,4.4,21,1030,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity,27108951683,4.8 pounds,https://www.bestbuy.com/site/Dell-1FC3X/
Lenovo,21HD0025US,4.4,21,1480,USD,8.93,0.7,8.93 x 0.7,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",8.50E+11,4.8 pounds,https://www.bestbuy.com/site/Lenovo-21HD0025US/
Microsoft,GSRF THH-00035,4,4,473,USD,11,8.1,11 x 8.1,"This computer is compatible with Windows 10 features such as Cortana and Windows Hello. Learn more about Windows 10 features. <a href=""/Windows10"" target=""_blank"" >Learn more ›</a>","The 12.4""⁷ PixelSense™ touch screen and signature 3:2 ratio give you the optimum space to see more, do more, and fuel your dreams.",8.50E+11,4.8 pounds,https://www.bestbuy.com/site/Microsoft-GSRF THH-00035/
Dell,KCR3D,4,4,1130,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity,8.24E+11,3.96 pounds,https://www.bestbuy.com/site/Dell-KCR3D/
Microsoft,GSRF V4G-00001,4.3,7,918,USD,8.79,13.4,8.79 x 13.4,"Now with improved speed and performance to do what you want, Surface Laptop 3 15"" is over two times faster than Surface Laptop 2.",Its AMD Ryzen Microsoft Surface processor is designed to give you outstanding responsiveness with 15% more graphics performance (GPU) and 10% more processor performance when compared to other AMD mobile processors.¹,8.24E+11,3.96 pounds,https://www.bestbuy.com/site/Microsoft-GSRF V4G-00001/
HP,14-dq0001dx,4.4,3075,213,USD,8.86,12.76,8.86 x 12.76,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.","With virtually no bezel encircling the display, an ultra-wide viewing experience provides for seamless multi-monitor set-ups.",8.24E+11,3.96 pounds,https://www.bestbuy.com/site/HP-14-dq0001dx/
Dell,PRECISION 7510-32297,3.6,7,592,USD,10.4,14.9,10.4 x 14.9,"Built for business. Protect your data with enterprise-grade security, login from any device anywhere, and boost productivity with powerful management tools.",The 1920 x 1080 resolution boasts impressive color and clarity. Energy-efficient LED backlight.,1.91E+11,12.4 pounds,https://www.bestbuy.com/site/Dell-PRECISION 7510-32297/
Dell,26DYG,1,1,3190,USD,10,15,10 x 15,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity,1.91E+11,12.4 pounds,https://www.bestbuy.com/site/Dell-26DYG/
Acer,NX.KJZAA.001,1,1,359,USD,10,15,10 x 15,Equipped with a powerful AMD Ryzen 5 7520U processor.,You're totally covered with 512GB SSD  of storage space.,6.37E+11,3.3 pounds,https://www.bestbuy.com/site/Acer-NX.KJZAA.001/
Dell,6HY8N,1,1,1520,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity,6.37E+11,3.3 pounds,https://www.bestbuy.com/site/Dell-6HY8N/
Acer,TMP41452531CUS,1,1,1050,USD,9.1,12.6,9.1 x 12.6,"Designed for the world of hybrid work, Windows 11 can help you work more simply and seamlessly from anywhere.",1920 x 1200 resolution showcases your games and HD movies with impressive color and clarity.,8.59E+11,0.09 pounds,https://www.bestbuy.com/site/Acer-TMP41452531CUS/
MSI,THINGF6312823,1,1,900,USD,9.99,14.13,9.99 x 14.13,"Windows 11 is the one place for it all. With a fresh feel and tools that make it easier to be efficient, it has what you need for whatever’s next.",1920x1080 resolution showcases your games and HD movies with impressive color and clarity.,8.59E+11,0.09 pounds,https://www.bestbuy.com/site/MSI-THINGF6312823/
Acer,SFX16-61G-R9VD,1,1,1250,USD,9.81,14.02,9.81 x 14.02,"Windows 11 operating system was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","The gorgeous 16-inch 2560 x 1600 IPS display with 165Hz frame refresh rate, 500nits brightness, and 100% sRGB faithfully represent your creativity in true colors.",8.54E+11,0.13 pounds,https://www.bestbuy.com/site/Acer-SFX16-61G-R9VD/
Dell,5490,4.3,12,397,USD,9,13.1,9 x 13.1,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with the powerful management tools.",Its 1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity. The antireflective finish reduces eyestrain and widens the field of view.,8.19E+11,1 lb. 8 oz.,https://www.bestbuy.com/site/Dell-5490/
Acer,PH18-71-76B3,4.2,6,2000,USD,12.27,15.94,12.27 x 15.94,"Windows 11 was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","At 18 inches with a 16:10 aspect ratio, the pristine WUXGA 2560 x 1600 LCD panel – this display clocks in with a fast 165Hz refresh, 100% sRGB, 300nit brightness and 3ms Overdrive response time. The addition of NVIDIA Advanced Optimus and NVIDIA G-SYNC.",8.19E+11,1 lb. 8 oz.,https://www.bestbuy.com/site/Acer-PH18-71-76B3/
MSI,PRE16EVO14013,4.2,6,1450,USD,0.75,10.02,0.75 x 10.02,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",The 2560 x 1600 resolution Energy-efficient LED backlight.,8.19E+11,1 lb. 8 oz.,https://www.bestbuy.com/site/MSI-PRE16EVO14013/
Samsung,GSRF NP340XLA-KA1US,2.8,5,350,USD,12.7,8,12.7 x 8,"Family, friends, obsessions, music, creations —Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","Keep your cool with a powerful Qualcomm Snapdragon 7c Gen 2 compute platform that delivers responsive, instant-on performance that runs without a fan — for a lightweight device that’s fast and quiet.",8.19E+11,1 lb. 8 oz.,https://www.bestbuy.com/site/Samsung-GSRF NP340XLA-KA1US/
Acer,SFX14-71G-5911,2.8,5,1100,USD,8.98,12.71,8.98 x 12.71,"Windows 11 operating system was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","The gorgeous 14.5-inch 2560 x 1600 IPS display with 120Hz frame refresh rate, 350nits brightness, and 100% sRGB faithfully represent your creativity in true colors.",8.19E+11,1 lb. 8 oz.,https://www.bestbuy.com/site/Acer-SFX14-71G-5911/
Dell,84CPP,2.8,5,1900,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 2560 x 1600 resolution delivers amazing color and clarity,8.19E+11,1 lb. 8 oz.,https://www.bestbuy.com/site/Dell-84CPP/
Razer,RZ09-05081EM3-R3U1,2.8,5,2700,USD,8.97,12.23,8.97 x 12.23,Leverage the power of the Ryzen AI engine to achieve new levels of productivity in your day-to-day tasks. Seamlessly run the latest AAA games with up to 5.2 GHz clock speeds for faster processing.,"Thoughtfully crafted for those on the go, the laptop’s compact design and light build ensures effortless transport and complete freedom with up to 10 hours of battery to keep you moving.",7.93E+11,8.9 pounds,https://www.bestbuy.com/site/Razer-RZ09-05081EM3-R3U1/
GIGABYTE,AORUS 17X AZG-65US665SH,2.8,5,3700,USD,15.6,11.5,15.6 x 11.5,Windows 11 Home AD,"17.3"""" 16:9 IPS QHD 2560x1440, 240Hz, 100% DCI-P3, TÜV Rheinland Certified",7.93E+11,8.9 pounds,https://www.bestbuy.com/site/GIGABYTE-AORUS 17X AZG-65US665SH/
Dell,6PCRX,2.8,5,1540,USD,9,14,9 x 14,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity,7.93E+11,8.9 pounds,https://www.bestbuy.com/site/Dell-6PCRX/
